pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
30,A,basic,straight,,,0.10.0,1676a956,2048,65536,4,512,9,0,74,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,50,0,63,10,80,2621,0,"4,32,3",474,"44,26",203,673,"42,26,1548",5028,"4,32",1854,"6,32",75,1,12,26,99020,2066,3624495,0,65536,1024,0,0,361,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,589824,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",799,379736,0,202748,176988,0,10,0,8,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","125456,162383,177192,162628,103410,115607,119708,117080,129035,128519,135920,133287,138777,141251,144367,149252,149663,155096,157593,154422,160832,163534,160610,163123,165478,166332,170931,169407,178045,171775,176938,176308,121899,196920,196446,196576,204570,198433,201605,202959,203265,205387,211854,203842,209341,203779,209761,206834,207556,207928,204765,200471,193690,189508,190586,181370,177981,168831,168677,303373,280248,217550,180368,138584",5,1,3230,0,2,5,1023.1027777777778,4,3600,1596752,2981694,3686400,851968,,false,,,
30,A,basic,distributed,,,0.10.0,60d0656d,2048,65536,4,512,9,0,55,0,"8,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,14,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",14,50,0,63,6,55,-1,0,"4,32,3",875,"19,6",369,1233,"19,6,1801",4108,"4,32",1416,"5,31",1990,1,57,45,0,0,1533671,1708905,65536,1024,0,0,943,"524288,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,458752,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1468,1031866,0,394201,637665,0,27,0,16,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","140600,172402,188720,207961,222347,234220,268906,285360,329318,346397,372235,396093,438329,457060,487137,504308,528821,551625,584126,593598,592383,635629,641245,673050,661527,668105,656775,659966,665123,662025,672627,666355,637463,691420,681081,696709,695959,686269,696293,696270,698786,698229,688515,660453,648101,628004,609802,586408,562738,550048,522890,499102,485546,445293,425383,400019,370422,344305,330490,344576,316606,281170,221126,173257",5,1,3080,0,2,5,1023.1444444444444,4,3600,161100,2035682,3686400,1245184,,true,,,
30,A,basic,detour,,,0.10.0,00b2d965,2048,65536,4,512,9,0,51,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",20,50,0,63,6,36,-1,0,"4,32,3",1302,"45,6",665,1873,"19,6,1112",4141,"4,32",2035,"19,7",2893,1,662,49,22186,1725,0,2613881,65536,1024,0,0,1637,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,1633671,0,698436,935235,0,44,0,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","172873,214839,252842,269857,245762,275110,305584,316355,352660,369706,370181,378940,405420,376268,394332,386419,393729,371742,369861,341373,332866,295571,279121,251857,253432,253440,250013,247406,252279,255713,251199,250094,103615,235582,245381,242992,235683,238053,236238,240098,244575,236232,285743,308797,330360,370672,373529,374993,394810,397754,395370,418028,423484,394415,401323,394264,377832,367984,355719,361167,322181,288793,224363,173963",5,1,3107,0,40,5,1023.1369444444445,4,3600,1015716,1348297,3686400,1245184,,true,,,
31,A,basic,straight,,,0.10.0,cd0f6f43,2048,65536,4,512,63,0,74,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,0,0,63,10,80,2623,0,"4,32,3",511,"42,26",204,653,"39,26,3371",5028,"4,32",1854,"6,32",75,1,12,26,100473,2104,3817434,0,65536,1024,0,0,363,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",803,378611,0,204958,173653,0,10,0,8,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","126445,160099,174179,163548,102504,114194,121233,122818,130090,125340,134391,137160,137338,148960,141537,143492,154949,157959,153463,159428,160275,165220,167955,168569,167466,173771,171608,177332,180412,173792,186340,188715,180904,192139,195269,191400,200857,197593,199848,208633,204975,199070,216000,202803,205479,211731,205478,198582,208541,204334,204216,197485,195932,191445,184002,185296,175890,175269,163569,308510,278463,220563,186593,136812",5,1,3169,0,2,5,1023.1197222222222,4,3600,1608567,2980110,3686400,851968,,false,,,
31,A,basic,distributed,,,0.10.0,1fadf139,2048,65536,4,512,63,0,55,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",14,0,0,63,6,55,-1,0,"4,32,3",982,"24,6",367,1267,"19,6,3267",4108,"4,32",1416,"5,31",1221,1,57,45,0,0,2279117,1627679,65536,1024,0,0,943,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1478,1027962,0,393861,634101,0,27,0,16,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","143884,165234,186041,211738,219556,241252,262993,282102,327233,347355,370652,395734,438300,458779,484898,509706,526715,562492,572595,598130,596473,637038,653372,667729,663247,669340,665944,666791,677282,667077,679584,674527,683381,685531,687670,688967,686056,689159,686833,699702,689888,696855,673042,665672,644091,620408,612425,582194,567030,541377,522047,500458,485697,443797,425136,403075,360756,356383,328080,351493,323721,275621,219844,174818",5,1,3081,0,2,5,1023.1441666666667,4,3600,157215,2038895,3686400,1245184,,true,,,
31,A,basic,detour,,,0.10.0,ebfaef7e,2048,65536,4,512,63,0,51,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",20,0,0,63,6,36,-1,0,"4,32,3",1278,"28,6",646,1844,"19,6,2950",4141,"4,32",2070,"18,7",1950,1,1334,49,22268,1725,1053034,2489444,65536,1024,0,0,1635,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1049,1630421,0,698510,931911,0,44,0,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","173663,212789,254704,267079,249065,277088,305443,315304,353908,367945,366595,377445,406659,384887,381316,388746,391766,365620,369210,347688,331228,287879,286373,252880,257907,246874,254358,249797,252584,243977,255636,241295,245413,240666,243069,250321,243848,238020,240598,247895,236540,238204,291600,311577,330246,359797,382518,371865,402752,392962,406418,415766,417458,396815,394000,398441,369652,376472,356324,355032,313851,285143,222057,174477",5,1,3105,0,39,5,1023.1375,4,3600,959148,1349558,3686400,1245184,,true,,,
32,A,basic,straight,,,0.10.0,fd515ca5,2048,0,8,512,1,0,41,0,"0,1,1,5,11,15,16,16,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0",349,58,0,8,6,46,-1,65536,,3312,"29,22",634,3974,"30,22,3408",34989,"31,31",34989,"31,31",3600,13,3600,59,185124917,104318,1787850,0,65536,1024,0,0,1698,",65536,65536,109226,240298,196608,209715,349525,622592,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,,,,,",1018,695182,0,694929,253,0,18,0,34,"0,1,1,3,3,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0","318030,365298,410350,405667,221759,349466,346596,345379,372102,368899,370574,376343,386488,385477,380412,377610,385893,395573,382875,386016,403930,402227,391176,400415,392516,399234,372151,320856,286282,266861,240366,241175,0,91492,96732,101393,101928,106671,108861,111073,113132,119057,115243,118623,115068,117982,122251,121008,124095,120057,121627,119989,119267,116810,117230,114076,113184,110294,108989,143335,163474,127127,95560,54456",5,1,17992,28,28,5,1271.9252777777779,4,3600,0,1727016,3686400,209715,,false,,,
32,A,basic,distributed,,,0.10.0,24fd1958,2048,0,8,512,1,0,44,0,"10,12,13,14,17,19,21,26,30,30,32,33,34,35,36,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",19,58,0,8,6,41,-1,65536,,983,"19,2",318,1155,"30,22,2881",5060,"4,32",1948,"5,31",379,1,1344,56,788858,3594,769598,1828210,65536,1024,0,0,1547,"655360,786432,851968,917504,1114112,622592,458752,567978,1966080,983040,2097152,2162688,2228224,2293760,2359296,2424832,2490368,2555904,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,196608,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",2175,1345661,0,616314,729347,0,36,0,21,"1,1,1,1,1,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","214940,247508,271198,300442,323345,340936,350919,378995,416624,431321,452495,476255,488638,517364,538712,562691,586216,601644,620150,628909,620908,615616,635709,633744,626294,633646,631993,621001,641449,646010,629021,646100,589975,668883,663372,671457,678151,683271,681895,688010,675992,684445,686058,693131,674121,666076,657640,646460,620633,611130,594491,580310,570160,550911,537182,517009,513255,485311,453066,495036,457225,429069,397240,334107",5,1,4036,0,2,5,1040.1925,4,3600,0,1535590,3686400,458752,,true,,,
32,A,basic,detour,,,0.10.0,9dc06f9f,2048,0,8,512,1,0,39,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,5,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",20,58,0,63,6,20,-1,65536,,1148,"22,2",507,1501,"19,2,2642",4708,"4,32",2092,"5,31",1653,1,1142,61,439747,3592,0,2112530,65536,1024,0,0,3285,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,327680,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1595,2065103,0,1083536,981567,0,56,0,23,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364971,412565,448865,471916,378139,400666,421752,432401,475425,486278,504731,516064,519756,533282,539195,548818,542390,527110,536091,517034,497994,454527,457451,429740,408568,403132,400346,410490,401434,402157,398405,400444,106446,382951,376221,391370,377980,384132,379219,380276,387763,426758,448197,470911,495277,537434,528998,551883,556165,557112,547582,551974,550464,549101,550589,548068,544081,522970,516790,538828,495603,472839,425422,361853",5,1,3682,0,2,5,1047.8175,4,3600,0,762461,3686400,1835008,,true,,,
33,A,basic,straight,,,0.10.0,5ae6ced8,2048,0,8,512,3,0,87,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,18,15,11,3",20,56,0,33,33,88,2402,65536,,174,"35,22",46,225,"40,22,3232",18989,"4,32",2072,"27,32",253,7,164,13,12386763,3598,3552689,0,65536,1024,0,0,301,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,524288,589824,327680,240298,98304",781,125386,0,0,125386,0,3,0,7,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51573,48140,259233,258001,262179,257749,264153,263766,258468,268428,259930,265336,252831,265311,254007,258690,259432,249873,251151,251922,249429,239915,239107,229406,226751,216608,214265,203878,467109,448113,403226,368074,329121",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3269530,3686400,196608,,false,,,
33,A,basic,distributed,,,0.10.0,974b7d10,2048,0,8,512,3,0,45,0,"10,12,13,14,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,8,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",19,56,0,33,6,44,-1,65536,,761,"34,2",290,1050,"19,2,3495",5053,"4,32",1948,"5,31",385,1,1521,55,784728,3594,1072910,1599200,65536,1024,0,0,1366,"655360,786432,851968,917504,1114112,1179648,1245184,1310720,1441792,1507328,1572864,1638400,1703936,1769472,1835008,1900544,1966080,2031616,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,262144,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1940,1304410,0,604418,699992,0,35,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","195651,217196,231269,239471,315686,338122,345173,368942,404167,413541,434956,455935,479989,499057,519095,544063,561361,586245,609572,608379,604132,617390,625512,618611,625696,615994,633953,607037,625021,620454,615710,621073,632697,670391,692282,670295,679148,681476,682625,691001,683881,689314,698020,688365,684499,671102,674444,650734,634236,619786,604834,580830,576506,557602,535588,524851,510538,473479,460780,500297,463400,443533,411454,345290",5,1,4025,0,2,5,1039.6361111111112,4,3600,0,1623968,3686400,1245184,,true,,,
33,A,basic,detour,,,0.10.0,9dc06f9f,2048,0,8,512,3,0,39,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,5,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",20,56,0,63,6,20,-1,65536,,1148,"22,2",507,1501,"19,2,2642",4708,"4,32",2092,"5,31",1653,1,1142,61,439747,3592,0,2112530,65536,1024,0,0,3285,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,327680,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1595,2065103,0,1083536,981567,0,56,0,23,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364971,412565,448865,471916,378139,400666,421752,432401,475425,486278,504731,516064,519756,533282,539195,548818,542390,527110,536091,517034,497994,454527,457451,429740,408568,403132,400346,410490,401434,402157,398405,400444,106446,382951,376221,391370,377980,384132,379219,380276,387763,426758,448197,470911,495277,537434,528998,551883,556165,557112,547582,551974,550464,549101,550589,548068,544081,522970,516790,538828,495603,472839,425422,361853",5,1,3682,0,2,5,1047.8175,4,3600,0,762461,3686400,1835008,,true,,,
34,A,basic,straight,,,0.10.0,de34ddf6,2048,0,8,512,9,0,85,0,"0,0,0,2,6,9,14,15,18,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,14,10,2",20,50,0,8,6,87,2427,65536,,172,"38,22",64,208,"37,22,2986",18989,"4,32",2076,"27,32",1398,7,164,15,12386759,3598,3601067,0,65536,1024,0,0,318,",,,65536,131072,117964,183500,245760,393216,415061,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,589824,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,524288,524288,458752,327680,131072",1301,140737,0,20703,120034,0,3,0,8,"0,0,0,2,3,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1","342695,372562,406640,207216,59256,130486,135469,137816,145196,147373,151152,159374,156423,161826,167154,173527,168042,181049,178947,183067,187629,189326,195178,194678,194515,197818,199258,202745,201192,206909,203527,203464,82779,245587,257991,252677,258381,251011,263358,255471,265838,255280,257503,257383,262547,255945,259673,252912,251675,248155,254019,239021,244022,230703,232527,223445,217223,212669,203894,471704,443144,403736,362844,317238",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3234729,3686400,183500,,false,,,
34,A,basic,distributed,,,0.10.0,17d8803f,2048,0,8,512,9,0,45,0,"10,12,13,14,17,18,20,21,23,28,28,28,30,34,34,36,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,14,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",19,50,0,16,6,44,-1,65536,,925,"23,2",294,1067,"19,2,2726",5060,"4,32",1948,"5,31",393,1,2426,55,786303,3594,1286352,1550784,65536,1024,0,0,1365,"655360,786432,851968,917504,1114112,1179648,655360,688128,753664,611669,611669,458752,491520,1114112,742741,1179648,2490368,2555904,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,458752,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",2183,1292544,0,603116,689428,0,35,0,20,"1,1,1,1,1,1,2,2,2,3,3,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","209833,240323,269097,295706,318330,342199,356124,377085,407600,432790,445403,474911,488768,515844,540986,553989,584707,601033,621259,623217,625170,640786,638255,648791,640454,643524,641840,645801,637918,638832,647437,642505,625907,669552,659879,665987,676892,668698,677050,674697,673230,681881,678911,682067,673079,676316,665362,646318,624944,619542,592357,583696,569784,545755,542823,529225,505053,471581,459382,496981,481812,435348,407391,346993",5,1,4034,0,2,5,1039.7483333333332,4,3600,0,1628962,3686400,655360,,true,,,
