pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
25,A,basic,straight,,,0.10.0,07635954,2048,0,4,512,3,0,90,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,11,11,9,3",20,56,0,33,33,90,2366,65536,,263,"48,26",64,328,"44,26,2023",18989,"4,32",2072,"27,32",253,7,164,10,12386763,3598,3552689,0,65536,1024,0,0,285,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,360448,720896,589824,98304",533,82200,0,0,82200,0,2,0,7,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51573,48140,147718,150412,155044,152892,154496,156113,155699,161549,161756,158888,165632,165372,160157,165566,159391,166819,160206,160581,155544,151912,141299,146724,142947,137011,132636,127865,302614,280462,220210,180273,141922",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3326184,3686400,196608,,false,,,
25,A,basic,distributed,,,0.10.0,30585a01,2048,0,4,512,3,0,56,0,"6,8,9,9,12,13,14,15,17,18,19,20,22,23,24,25,26,26,26,25,24,22,21,20,20,20,20,20,20,20,20,20,8,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",19,56,0,47,6,56,-1,65536,,1107,"21,6",381,1536,"21,6,1846",5068,"4,32",1950,"5,31",3206,1,3204,44,792874,3594,1088836,1986440,65536,1024,0,0,986,"393216,524288,589824,589824,786432,851968,917504,983040,1114112,1179648,1245184,1310720,1441792,1507328,1572864,1638400,1703936,851968,851968,819200,786432,720896,688128,655360,655360,655360,655360,655360,655360,655360,655360,655360,262144,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1361,957475,0,273353,684122,0,25,0,17,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","133002,150948,172330,180473,210732,227849,245867,258281,294356,310946,337515,357762,401135,420759,446051,470082,492829,510959,537772,538363,549410,576465,585388,609842,603204,601959,598390,601731,604016,601721,603004,602341,622210,642523,636248,643592,639604,649104,638406,649057,647760,651815,628998,634122,602986,588531,575972,558334,535882,511420,495418,476496,456637,418983,400711,394164,351208,339108,323086,330872,303323,262098,216547,169958",5,1,4043,0,2,5,1040.7155555555555,4,3600,0,2072812,3686400,917504,,true,,,
25,A,basic,detour,,,0.10.0,e88e492b,2048,0,4,512,3,0,52,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",26,56,0,63,6,37,-1,65536,,1556,"20,6",717,2338,"19,6,2499",5056,"4,32",2631,"18,7",1324,1,3540,48,638442,6712,0,2798851,65536,1024,0,0,1695,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,1523024,0,483567,1039457,0,41,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","173138,213497,254352,291309,235655,256053,278820,297684,329261,339844,354751,368597,394054,374852,382096,390613,389487,366101,370231,348532,325437,294224,280502,255438,250355,248562,251573,246141,250868,250462,238903,247952,105204,237044,235639,227862,230135,238949,226994,233841,231639,234852,281836,304139,323599,360036,371452,376461,399295,395695,389339,419719,414806,394642,394243,394897,368367,372759,344052,352932,321438,279008,219932,174466",5,1,4020,0,39,5,1052.101111111111,4,3600,0,1399601,3686400,1245184,,true,,,
26,A,basic,straight,,,0.10.0,b0b1bc45,2048,0,4,512,9,0,88,0,"0,0,0,2,5,3,8,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,12,11,7,2",20,50,0,7,33,89,2383,65536,,264,"43,26",88,337,"45,26,3172",18989,"4,32",2076,"27,32",965,7,164,12,12386759,3598,3656462,0,65536,1024,0,0,299,",,,65536,109226,196608,131072,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,589824,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,393216,720896,229376,131072",799,88538,0,6308,82230,0,2,0,7,"0,0,0,2,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1","153974,188487,227218,99556,33903,72298,79603,77441,82472,84602,85653,89557,91188,93507,95717,98284,99826,103233,102276,107058,108181,110026,111988,112711,113968,117068,116242,119906,121914,124384,125659,124940,88517,146727,145634,158802,147939,157200,158274,163667,158285,163731,155573,165448,158464,167010,160350,163264,163502,158097,158944,153700,150187,147782,145709,141809,133200,134216,125799,305625,277648,220739,189201,134843",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3305985,3686400,131072,,false,,,
26,A,basic,distributed,,,0.10.0,540f44ba,2048,0,4,512,9,0,56,0,"6,8,9,9,12,13,14,15,18,19,22,22,26,26,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,14,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",19,50,0,15,6,56,-1,65536,,1149,"18,6",394,1621,"19,6,3533",5068,"4,32",1952,"5,31",3220,1,2938,44,792633,3594,1312530,1977533,65536,1024,0,0,990,"393216,524288,589824,589824,786432,851968,917504,983040,589824,622592,720896,720896,1703936,1703936,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,458752,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1468,955688,0,273384,682304,0,25,0,17,"1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","130694,150685,168216,182638,213439,227580,242295,266411,299968,319510,342092,365419,409003,427550,455844,472287,498153,521518,546236,549131,557745,578736,613310,615000,609144,611301,622454,613504,617587,616769,617889,615230,625902,636892,634593,645702,644536,648661,650912,647264,645749,654397,635195,620461,610205,591445,575637,557373,530958,512135,495233,472407,460678,423467,402735,389055,353263,339110,330874,310759,303803,255807,211253,169247",5,1,4043,0,2,5,1040.723888888889,4,3600,0,2070589,3686400,917504,,true,,,
26,A,basic,detour,,,0.10.0,e88e492b,2048,0,4,512,9,0,52,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",26,50,0,63,6,37,-1,65536,,1556,"20,6",717,2338,"19,6,2499",5056,"4,32",2631,"18,7",1324,1,3540,48,638442,6712,0,2798851,65536,1024,0,0,1695,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,1523024,0,483567,1039457,0,41,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","173138,213497,254352,291309,235655,256053,278820,297684,329261,339844,354751,368597,394054,374852,382096,390613,389487,366101,370231,348532,325437,294224,280502,255438,250355,248562,251573,246141,250868,250462,238903,247952,105204,237044,235639,227862,230135,238949,226994,233841,231639,234852,281836,304139,323599,360036,371452,376461,399295,395695,389339,419719,414806,394642,394243,394897,368367,372759,344052,352932,321438,279008,219932,174466",5,1,4020,0,39,5,1052.101111111111,4,3600,0,1399601,3686400,1245184,,true,,,
27,A,basic,straight,,,0.10.0,8c1580ce,2048,0,4,512,63,0,88,0,"0,0,0,2,3,8,10,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,10,11,8,2",20,0,0,8,31,89,2382,65536,,258,"44,26",87,308,"42,26,2530",18990,"4,32",2080,"28,32",1757,7,989,12,12386759,3598,3723603,0,65536,1024,0,0,299,",,,65536,196608,131072,218453,360448,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,327680,720896,262144,65536",803,85559,0,6939,78620,0,2,0,7,"0,0,0,2,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2","142816,185557,226741,102633,33063,75151,78286,78408,82162,84286,88183,89938,90656,95791,94191,100780,99113,107094,103249,107664,108894,113003,115592,112869,116447,123330,116612,126617,123302,128017,128826,138522,134527,137917,151405,147657,153073,153723,152650,155590,157192,158177,164449,157701,165204,164839,155308,164312,158738,156224,154501,150369,150345,146005,145599,136711,134269,129798,124736,305721,278668,219792,180367,138740",5,1,17964,0,24,5,1271.1730555555555,4,3600,0,3308795,3686400,218453,,false,,,
27,A,basic,distributed,,,0.10.0,18d7fc6e,2048,0,4,512,63,0,55,0,"6,8,9,9,12,13,14,15,18,18,20,21,24,26,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",19,0,0,15,6,56,-1,65536,,1258,"19,6",397,1512,"19,6,1669",5065,"4,32",1948,"5,31",164,1,3317,45,791954,3594,2173437,1878178,65536,1024,0,0,991,"393216,524288,589824,589824,786432,851968,917504,983040,589824,1179648,655360,688128,786432,851968,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1478,948792,0,272200,676592,0,25,0,17,"1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","130848,153168,164470,179272,208853,223818,251196,257257,305640,317764,335789,364901,402653,426464,454750,471969,502557,522322,541955,554797,553386,587829,616630,614336,621450,622665,619779,621770,613309,635120,619911,627262,621716,636463,635776,627502,639550,640875,637088,644329,647191,642814,631369,626610,603557,592687,581203,552615,533292,515915,490234,472587,460925,424995,406924,387523,350695,338496,327388,323804,298726,268899,210468,172185",5,1,4041,0,2,5,1040.7155555555555,4,3600,0,2074295,3686400,917504,,true,,,
27,A,basic,detour,,,0.10.0,1caa71ee,2048,0,4,512,63,0,51,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",25,0,0,63,6,38,-1,65536,,1717,"38,6",717,2227,"19,6,2577",5031,"4,32",2506,"18,7",1662,1,3203,49,617361,6602,1184402,2645044,65536,1024,0,0,1687,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1049,1518773,0,481178,1037595,0,41,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","172299,209646,250140,286030,236361,255699,281565,293309,337746,342586,349430,366757,387601,380824,385798,391963,387777,365852,365620,347298,328101,291391,276974,257597,249058,254992,234279,249903,253632,245299,236354,244793,241133,239176,238370,242644,234376,231779,251373,231831,233749,235912,286005,295991,333525,369965,374438,375666,401616,395343,395855,414955,414569,395106,396422,387661,377516,367238,353076,355235,322479,277671,222900,174210",5,1,3982,0,39,5,1051.7275,4,3600,0,1403980,3686400,1245184,,true,,,
28,A,basic,straight,,,0.10.0,49b63cc0,2048,65536,4,512,1,0,30,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,6,8,6,5,0,0,0,0,0",40,58,0,63,6,43,-1,0,"4,32,3",2989,"17,38",951,3738,"29,26,2167",5055,"4,32",4069,"30,33",2802,1,2356,70,5413682,91727,1692338,0,65536,1024,0,0,1488,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,65536,196608,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,589824,589824,589824,589824,589824,589824,262144,393216,262144,393216,327680,,,,,",673,1230181,0,1216170,14011,0,33,0,22,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0","135584,187803,230829,262214,234392,231808,227793,235508,236212,241773,248036,235244,250193,236163,237198,244512,241571,254855,243167,242062,241755,240646,250765,232569,248334,245086,242135,240352,249125,239760,244486,239866,0,84832,91426,88228,98675,96162,101703,101928,103932,106183,105781,105281,110376,109597,108783,111109,106766,103946,106975,105137,103193,100400,98740,92644,96837,89015,91389,70681,141999,156593,123451,93136",5,1,3397,0,27,5,1023.0563888888889,4,3600,4104233,1613084,3686400,851968,,true,,,
28,A,basic,distributed,,,0.10.0,f801b64f,2048,65536,4,512,1,0,52,0,"9,11,13,15,17,18,19,19,21,22,23,24,26,27,28,29,30,30,30,29,28,26,25,24,24,24,24,24,24,24,24,24,6,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",18,58,0,63,6,52,-1,0,"4,32,3",1197,"27,27",437,1641,"30,27,2322",4116,"4,32",1867,"30,29",1946,1,1174,48,3783,1315,999394,1833926,65536,1024,0,0,1113,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1376256,1441792,1507328,1572864,1703936,1769472,1835008,1900544,1966080,983040,983040,950272,917504,851968,819200,786432,786432,786432,786432,786432,786432,786432,786432,786432,196608,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1460,1075485,0,447172,628313,0,29,0,18,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","161292,191923,228008,239950,232408,252969,283751,300883,354271,379240,395225,427330,475178,492090,523855,540042,567434,601549,623705,648615,651463,676673,705089,709874,691391,713382,710676,691735,696448,707075,670961,682963,641071,653049,662797,660601,658900,673224,664809,672461,664998,677705,654872,654958,624517,616172,588079,582736,559910,541984,523644,494488,482322,442501,429365,399824,358799,351615,334412,337674,320593,272615,215341,173416",5,1,3085,0,29,5,1023.1430555555555,4,3600,539481,1920410,3686400,1245184,,false,,,
28,A,basic,detour,,,0.10.0,00b2d965,2048,65536,4,512,1,0,51,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",20,58,0,63,6,36,-1,0,"4,32,3",1302,"45,6",665,1873,"19,6,1112",4141,"4,32",2035,"19,7",2893,1,662,49,22186,1725,0,2613881,65536,1024,0,0,1637,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,1633671,0,698436,935235,0,44,0,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","172873,214839,252842,269857,245762,275110,305584,316355,352660,369706,370181,378940,405420,376268,394332,386419,393729,371742,369861,341373,332866,295571,279121,251857,253432,253440,250013,247406,252279,255713,251199,250094,103615,235582,245381,242992,235683,238053,236238,240098,244575,236232,285743,308797,330360,370672,373529,374993,394810,397754,395370,418028,423484,394415,401323,394264,377832,367984,355719,361167,322181,288793,224363,173963",5,1,3107,0,40,5,1023.1369444444445,4,3600,1015716,1348297,3686400,1245184,,true,,,
29,A,basic,straight,,,0.10.0,b122d3b4,2048,65536,4,512,3,0,79,0,"7,9,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,11,9,7",18,56,0,63,30,82,2566,0,"4,32,3",462,"46,38",153,622,"41,26,2652",5028,"4,32",1855,"6,32",2342,1,12,21,93505,1959,3380758,0,65536,1024,0,0,329,"458752,589824,720896,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,196608,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,851968,262144,851968,720896,589824,458752",793,342880,0,173924,168956,0,9,0,8,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","117895,149863,164168,143916,89297,94801,100678,105003,101271,104643,108012,108582,110719,111785,113259,115207,116306,117468,120176,118286,121237,124695,118751,124818,122570,129008,128378,123146,127659,128241,131313,124312,53070,190079,187780,192436,195451,189851,202763,195138,200558,196006,203980,199551,200993,202687,213199,199788,200004,198709,199169,194099,187880,188647,183994,175664,172455,168775,166988,303104,275235,226352,180525,141273",5,1,3195,0,2,5,1023.1125,4,3600,1713682,3044816,3686400,851968,,false,,,
29,A,basic,distributed,,,0.10.0,28a6b65e,2048,65536,4,512,3,0,56,0,"8,11,13,15,15,13,14,15,17,18,19,20,22,23,24,25,26,26,26,25,24,22,21,20,20,20,20,20,20,20,20,20,8,24,24,24,24,24,24,24,24,24,26,27,28,30,31,31,30,29,28,27,26,24,23,22,20,20,19,12,16,14,11,9",14,56,0,47,6,55,-1,0,"4,32,3",969,"19,6",360,1289,"19,6,1533",4108,"4,32",1415,"5,31",683,1,57,44,0,0,1279208,1717245,65536,1024,0,0,927,"524288,720896,851968,983040,491520,851968,917504,983040,1114112,1179648,1245184,1310720,1441792,1507328,1572864,1638400,1703936,851968,851968,819200,786432,720896,688128,655360,655360,655360,655360,655360,655360,655360,655360,655360,262144,786432,786432,786432,786432,786432,786432,786432,786432,786432,851968,884736,917504,983040,1015808,2031616,1966080,1900544,1835008,1769472,1703936,1572864,1507328,1441792,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1380,1031246,0,386668,644578,0,27,0,16,"1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","138351,157578,170548,195135,217215,238054,255565,275165,315001,333924,353109,377996,413794,440458,461179,488968,509760,529326,550574,568984,560178,593904,607245,625047,617229,622853,627802,612268,622333,628398,621881,623916,653020,698778,700226,691660,697480,703512,698691,707873,700102,704115,687946,680472,644077,635182,608224,588448,565337,557093,523915,510487,481427,455908,421572,409325,359642,350174,334005,352798,323700,278789,220825,174402",5,1,3082,0,2,5,1023.1438888888889,4,3600,161012,2048640,3686400,917504,,true,,,
29,A,basic,detour,,,0.10.0,00b2d965,2048,65536,4,512,3,0,51,0,"9,11,13,15,17,18,19,19,20,20,20,20,21,20,20,20,20,19,19,18,17,15,14,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13,15,16,17,19,20,20,21,21,21,22,22,21,21,21,20,20,19,12,16,14,11,9",20,56,0,63,6,36,-1,0,"4,32,3",1302,"45,6",665,1873,"19,6,1112",4141,"4,32",2035,"19,7",2893,1,662,49,22186,1725,0,2613881,65536,1024,0,0,1637,"589824,720896,851968,983040,1114112,1179648,1245184,1245184,1310720,1310720,1310720,1310720,1376256,1310720,1310720,1310720,1310720,1245184,1245184,1179648,1114112,983040,917504,851968,851968,851968,851968,851968,851968,851968,851968,851968,327680,851968,851968,851968,851968,851968,851968,851968,851968,851968,983040,1048576,1114112,1245184,1310720,1310720,1376256,1376256,1376256,1441792,1441792,1376256,1376256,1376256,1310720,1310720,1245184,393216,1048576,917504,720896,589824",1041,1633671,0,698436,935235,0,44,0,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","172873,214839,252842,269857,245762,275110,305584,316355,352660,369706,370181,378940,405420,376268,394332,386419,393729,371742,369861,341373,332866,295571,279121,251857,253432,253440,250013,247406,252279,255713,251199,250094,103615,235582,245381,242992,235683,238053,236238,240098,244575,236232,285743,308797,330360,370672,373529,374993,394810,397754,395370,418028,423484,394415,401323,394264,377832,367984,355719,361167,322181,288793,224363,173963",5,1,3107,0,40,5,1023.1369444444445,4,3600,1015716,1348297,3686400,1245184,,true,,,
